ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category3,category1Description,category2Description,category3Description,options
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierFinestRecipe,"Replace JUL `logger.log(Level.FINEST, String message, Throwable e)` with SLF4J's `Logger.trace(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.FINEST, String message, Throwable e)` with `org.slf4j.Logger.trace(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierInfoRecipe,"Replace JUL `logger.log(Level.INFO, String message, Throwable e)` with SLF4J's `Logger.info(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.INFO, String message, Throwable e)` with `org.slf4j.Logger.info(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierSevereRecipe,"Replace JUL `logger.log(Level.SEVERE, String message, Throwable e)` with SLF4J's `Logger.error(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.SEVERE, String message, Throwable e)` with `org.slf4j.Logger.error(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4jSimpleCallsWithThrowableRecipes$JulToSlf4jSupplierWarningRecipe,"Replace JUL `logger.log(Level.WARNING, String message, Throwable e)` with SLF4J's `Logger.warn(message, e)`","Replace calls to `java.util.logging.Logger.log(Level.WARNING, String message, Throwable e)` with `org.slf4j.Logger.warn(message, e)`.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.LoggersNamedForEnclosingClass,Loggers should be named for their enclosing classes,Ensure `LoggerFactory#getLogger(Class)` is called with the enclosing class as argument.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.MatchIsLogLevelEnabledWithLogStatements,Match `if (is*Enabled())` with logging statements,Change any `if (is*Enabled())` statements that do not match the maximum log level used in the `then` part to use the matching `is*Enabled()` method for that log level. This ensures that the logging condition is consistent with the actual logging statements.,1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.Slf4jLogShouldBeConstant,SLF4J logging statements should begin with constants,"Logging statements shouldn't begin with `String#format`, calls to `toString()`, etc.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.StripToStringFromArguments,Strip `toString()` from arguments,"Remove `.toString()` from logger call arguments; SLF4J will automatically call `toString()` on an argument when not a string, and do so only if the log level is enabled.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.WrapExpensiveLogStatementsInConditionals,Optimize log statements,"When trace, debug and info log statements use methods for constructing log messages, those methods are called regardless of whether the log level is enabled. This recipe optimizes these statements by either wrapping them in if-statements (SLF4J 1.x) or converting them to fluent API calls (SLF4J 2.0+) to ensure expensive methods are only called when necessary.",1,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.Log4jToSlf4j,Migrate Log4j to SLF4J,"Migrates usage of Apache Log4j to using SLF4J directly. Use of the traditional Log4j to SLF4J bridge can result in loss of performance, as the Log4j messages must be formatted before they can be passed to SLF4J. Note, this currently does not modify `log4j.properties` files.",175,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.ParameterizedLogging,Parameterize SLF4J's logging statements,"Use SLF4J's parameterized logging, which can significantly boost performance for messages that otherwise would be assembled with String concatenation. Particularly impactful when the log level is not enabled, as no work is done to assemble the message.",11,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.Log4j2ToSlf4j1,Migrate Log4j 2.x to SLF4J 1.x,"Transforms usages of Log4j 2.x to leveraging SLF4J 1.x directly. Note, this currently does not modify `log4j.properties` files.",39,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.Log4j1ToSlf4j1,Migrate Log4j 1.x to SLF4J 1.x,"Transforms usages of Log4j 1.x to leveraging SLF4J 1.x directly. Note, this currently does not modify `log4j.properties` files.",157,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.Slf4jBestPractices,SLF4J best practices,Applies best practices to logging with SLF4J.,31,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.CommonsLogging1ToSlf4j1,Migrate Apache Commons Logging 1.x to SLF4J 1.x,Transforms usages of Apache Commons Logging 1.x to leveraging SLF4J 1.x directly.,33,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JulToSlf4j,Migrate JUL to SLF4J,Migrates usage of Java Util Logging (JUL) to using SLF4J directly.,207,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.JBossLoggingToSlf4j,Migrate JBoss Logging to SLF4J,Migrates usage of the JBoss Logging facade to using SLF4J.,45,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.openrewrite.java.logging.slf4j.AddJBossLogManagerSlf4jProviderDependency,Add JBoss LogManager's SLF4J provider,"When JBoss LogManager is the logging backend, add its SLF4J provider so we can migrate to SLF4J as a logging facade.",5,SLF4J,Logging,Java,Recipes related to [Simple Logging Facade for Java (`SLF4J`)](http://www.slf4j.org/).,Enforce logging best practices and migrate between logging frameworks.,Basic building blocks for transforming Java code.,
maven,org.openrewrite.recipe:rewrite-logging-frameworks,org.apache.logging.log4j.InlineLog4jApiMethods,Inline `log4j-api-2` methods annotated with `@InlineMe`,Automatically generated recipes to inline method calls based on `@InlineMe` annotations discovered in the type table.,11,Log4j,Logging,Apache,,,,
